ym,y,split,p,fold,event_type,speaker,indicator,layer,nrow,maturity,n_pc,model,yhat
"(1996, 1)",0.0,train,3,1,meeting minutes,,UST,9,106,1 Mo,128,y_bl,-0.03282972550092894
"(1996, 1)",0.0,train,3,1,meeting minutes,,UST,9,106,1 Mo,128,y_probe,-0.009169726289950591
"(1996, 3)",0.07738666361542093,train,3,1,meeting minutes,,UST,9,77,1 Mo,128,y_bl,-0.03282972550092894
"(1996, 3)",0.07738666361542093,train,3,1,meeting minutes,,UST,9,77,1 Mo,128,y_probe,-0.01102462958337826
"(1996, 5)",0.035824726518145805,train,3,1,meeting minutes,,UST,9,88,1 Mo,128,y_bl,-0.05366709740432064
"(1996, 5)",0.035824726518145805,train,3,1,meeting minutes,,UST,9,88,1 Mo,128,y_probe,-0.016882294591295803
"(1996, 7)",0.013110165924207662,train,3,1,meeting minutes,,UST,9,124,1 Mo,128,y_bl,-0.056326084026111965
"(1996, 7)",0.013110165924207662,train,3,1,meeting minutes,,UST,9,124,1 Mo,128,y_probe,-0.011631694323922803
"(1996, 8)",-0.016047025597516695,train,3,1,meeting minutes,,UST,9,75,1 Mo,128,y_bl,-0.029950710124355136
"(1996, 8)",-0.016047025597516695,train,3,1,meeting minutes,,UST,9,75,1 Mo,128,y_probe,-0.015817783014303456
"(1996, 9)",0.03184060585565751,train,3,1,meeting minutes,,UST,9,91,1 Mo,128,y_bl,-0.02492008837915947
"(1996, 9)",0.03184060585565751,train,3,1,meeting minutes,,UST,9,91,1 Mo,128,y_probe,-0.01210198895001827
"(1996, 10)",-0.024514565763584573,train,3,1,speech,Chairman Alan Greenspan,UST,9,20,1 Mo,128,y_bl,-0.036359273079097
"(1996, 10)",-0.024514565763584573,train,3,1,speech,Chairman Alan Greenspan,UST,9,20,1 Mo,128,y_probe,-0.03200607350266213
"(1996, 11)",-0.06172011215787131,train,3,1,meeting minutes,,UST,9,82,1 Mo,128,y_bl,-0.03458597907582971
"(1996, 11)",-0.06172011215787131,train,3,1,meeting minutes,,UST,9,82,1 Mo,128,y_probe,-0.014437049361628812
"(1996, 12)",0.029076264081508763,train,3,1,meeting minutes,,UST,9,67,1 Mo,128,y_bl,-0.006548274990771102
"(1996, 12)",0.029076264081508763,train,3,1,meeting minutes,,UST,9,67,1 Mo,128,y_probe,-0.014889487273823894
"(1997, 1)",0.02384613737283403,train,3,1,speech,Governor Laurence H. Meyer,UST,9,11,1 Mo,128,y_bl,-0.03367404608155879
"(1997, 1)",0.02384613737283403,train,3,1,speech,Governor Laurence H. Meyer,UST,9,11,1 Mo,128,y_probe,-0.033340686900989604
"(1997, 2)",-0.0073910166463893034,train,3,1,meeting minutes,,UST,9,82,1 Mo,128,y_bl,-0.05467970371117348
"(1997, 2)",-0.0073910166463893034,train,3,1,meeting minutes,,UST,9,82,1 Mo,128,y_probe,-0.016001213057108978
"(1997, 3)",0.029241849594496383,train,3,1,meeting minutes,,UST,9,77,1 Mo,128,y_bl,-0.030290301001583215
"(1997, 3)",0.029241849594496383,train,3,1,meeting minutes,,UST,9,77,1 Mo,128,y_probe,-0.021343970637557292
"(1997, 4)",0.021383566025322764,train,3,1,speech,Governor Laurence H. Meyer,UST,9,168,1 Mo,128,y_bl,-0.03543007031347807
"(1997, 4)",0.021383566025322764,train,3,1,speech,Governor Laurence H. Meyer,UST,9,168,1 Mo,128,y_probe,-0.01565511890511099
"(1997, 5)",-0.02186144771088394,train,3,1,meeting minutes,,UST,9,85,1 Mo,128,y_bl,-0.045045494793480294
